AUTHOR_KEY,AFFILIATION_REGION,HINDEX_OA,CITATIONS_OA,WORKS_COUNT_OA
oa:A5093101029,Outside Africa,14,686,23
oa:A5034603156,Africa,14,684,85
oa:A5091770877,Africa,14,968,133
oa:A5061750215,Africa,14,589,75
oa:A5057941088,Outside Africa,14,862,136
oa:A5040655055,Outside Africa,14,646,66
oa:A5091358948,Africa,14,856,62
oa:A5075077500,Outside Africa,14,921,43
oa:A5040114836,Outside Africa,14,732,54
oa:A5072538374,Outside Africa,14,665,39
oa:A5008847988,Outside Africa,14,812,61
oa:A5064292242,Africa,14,707,51
oa:A5018497390,Outside Africa,14,544,35
oa:A5061828831,Outside Africa,14,3334,42
oa:A5046214068,Outside Africa,14,854,38
oa:A5088182744,Outside Africa,14,1492,34
oa:A5064951116,Africa,14,718,52
oa:A5027972689,Outside Africa,14,773,81
oa:A5114008194,Outside Africa,14,843,34
oa:A5101928883,Africa,14,845,262
oa:A5015094660,Africa,14,626,64
oa:A5088751986,Outside Africa,14,843,55
oa:A5109762774,Outside Africa,14,711,34
oa:A5077655120,Africa,14,556,91
oa:A5029378502,Outside Africa,14,640,92
oa:A5037967289,Outside Africa,14,449,44
oa:A5008018025,Outside Africa,14,759,71
oa:A5068603015,Outside Africa,14,539,48
oa:A5088241054,Africa,14,846,107
oa:A5080279011,Outside Africa,14,1014,51
oa:A5052087453,Africa,14,918,174
oa:A5089704230,Africa,14,821,164
oa:A5083279133,Africa,14,882,47
oa:A5088900205,Outside Africa,14,446,41
oa:A5061299258,Africa,14,775,145
oa:A5041941725,Outside Africa,14,2334,63
oa:A5051131181,Outside Africa,14,977,62
oa:A5075940390,Africa,14,653,65
oa:A5055551818,Outside Africa,14,855,52
oa:A5023194229,Outside Africa,14,567,38
oa:A5015555148,Outside Africa,14,870,72
oa:A5025771216,Africa,14,794,62
oa:A5091064749,Africa,14,730,92
oa:A5048398805,Africa,14,990,100
oa:A5047043390,Outside Africa,14,1071,45
oa:A5053955479,Africa,14,724,90
oa:A5003834563,Africa,14,747,111
oa:A5079651614,Outside Africa,14,481,52
oa:A5062190281,Outside Africa,14,973,31
oa:A5046790689,Outside Africa,14,1032,74
oa:A5103038466,Africa,14,653,53
oa:A5074130516,Outside Africa,14,645,60
oa:A5020836505,Africa,14,937,47
oa:A5073420580,Africa,14,842,57
oa:A5033893320,Outside Africa,14,1275,124
oa:A5014946946,Outside Africa,14,659,38
oa:A5018850472,Outside Africa,14,649,52
oa:A5035388255,Outside Africa,14,592,62
oa:A5091767615,Outside Africa,14,680,94
oa:A5100454275,Outside Africa,14,1472,73
oa:A5003418365,Outside Africa,14,1229,36
oa:A5084348004,Outside Africa,14,644,43
oa:A5001166047,Outside Africa,13,583,40
oa:A5067182859,Africa,13,511,41
oa:A5091759632,Africa,13,1504,34
oa:A5030444817,Outside Africa,13,1233,41
oa:A5015058936,Africa,13,621,106
oa:A5010964166,Outside Africa,13,4669,52
oa:A5066994754,Africa,13,796,49
oa:A5023435959,Africa,13,959,31
oa:A5101442860,Outside Africa,13,614,25
oa:A5101436049,Outside Africa,13,524,76
oa:A5059644601,Africa,13,1252,128
oa:A5085381678,Africa,13,532,55
oa:A5034615159,Outside Africa,13,534,59
oa:A5015901186,Africa,13,404,45
oa:A5085785930,Outside Africa,13,544,52
oa:A5026535512,Africa,13,442,85
oa:A5083379601,Outside Africa,13,449,30
oa:A5072299343,Africa,13,516,37
oa:A5060051731,Outside Africa,13,527,31
oa:A5084757476,Africa,13,438,50
oa:A5040343170,Africa,13,660,49
oa:A5074547990,Africa,13,1003,84
oa:A5086833957,Outside Africa,13,1162,43
oa:A5029502151,Africa,13,442,47
oa:A5051376406,Outside Africa,13,488,44
oa:A5067083905,Africa,13,454,33
oa:A5089234487,Africa,13,615,77
oa:A5046346490,Africa,13,1487,59
oa:A5002048222,Africa,13,523,64
oa:A5108141924,Outside Africa,13,465,38
oa:A5076463961,Outside Africa,13,664,81
oa:A5091466829,Outside Africa,13,615,137
oa:A5075984511,Africa,13,471,35
oa:A5007476516,Africa,13,868,89
oa:A5088972909,Africa,13,639,56
oa:A5101928793,Outside Africa,13,377,73
oa:A5092338122,Africa,13,574,121
oa:A5077389342,Outside Africa,13,520,85
oa:A5004895834,Outside Africa,13,995,34
oa:A5085612970,Africa,13,3462,40
oa:A5067519709,Africa,13,797,74
oa:A5044329951,Africa,13,768,63
oa:A5077978296,Outside Africa,13,772,45
oa:A5030591303,Outside Africa,13,499,40
oa:A5048357267,Outside Africa,13,456,38
oa:A5021071389,Africa,13,541,48
oa:A5007737586,Outside Africa,13,625,78
oa:A5058243590,Africa,13,489,49
oa:A5102966787,Outside Africa,13,819,82
oa:A5035961875,Outside Africa,13,530,54
oa:A5032623562,Outside Africa,13,473,78
oa:A5079474027,Outside Africa,13,563,59
oa:A5050354745,Outside Africa,13,333,36
oa:A5035218708,Outside Africa,13,461,64
oa:A5076463961,Africa,13,664,81
oa:A5050092213,Africa,13,647,65
oa:A5003957713,Outside Africa,13,649,35
oa:A5069000246,Africa,13,547,64
oa:A5073365566,Africa,13,701,264
oa:A5037173088,Africa,13,412,59
oa:A5000775823,Africa,13,667,67
oa:A5104101974,Outside Africa,13,1230,25
oa:A5015706506,Africa,13,520,105
oa:A5042468130,Africa,13,426,35
oa:A5074808438,Outside Africa,13,690,39
oa:A5030702744,Africa,13,772,130
oa:A5073069680,Africa,13,995,89
oa:A5002501239,Outside Africa,13,657,94
oa:A5102839768,Africa,13,963,57
oa:A5074551690,Africa,13,708,150
oa:A5058132072,Africa,13,667,147
oa:A5028123474,Outside Africa,13,576,56
oa:A5047048621,Outside Africa,13,975,58
oa:A5109510805,Outside Africa,13,409,63
oa:A5090627178,Africa,13,517,71
oa:A5027814896,Outside Africa,13,619,104
oa:A5026222368,Outside Africa,13,675,87
oa:A5023016437,Africa,13,1033,83
oa:A5016147069,Outside Africa,13,727,31
oa:A5017090030,Outside Africa,13,642,65
oa:A5080608244,Outside Africa,13,722,59
oa:A5039936084,Outside Africa,13,413,23
oa:A5050092213,Outside Africa,13,647,65
oa:A5053040718,Outside Africa,13,488,48
oa:A5075789222,Outside Africa,13,611,53
oa:A5085921451,Africa,13,514,58
oa:A5040404708,Africa,13,407,52
oa:A5037093261,Outside Africa,13,844,40
oa:A5007184931,Africa,13,669,78
oa:A5015901186,Outside Africa,13,404,45
oa:A5070990329,Africa,13,1119,42
oa:A5078847211,Outside Africa,13,444,80
oa:A5008229021,Outside Africa,13,547,84
oa:A5007726935,Africa,13,493,36
oa:A5002474870,Africa,13,727,73
oa:A5079682151,Africa,13,509,49
oa:A5102213093,Outside Africa,13,687,74
oa:A5047244353,Africa,13,925,33
oa:A5113145874,Outside Africa,13,661,37
oa:A5000060184,Outside Africa,13,925,37
oa:A5044684743,Africa,13,559,50
oa:A5031067921,Outside Africa,13,714,138
oa:A5051162019,Outside Africa,13,530,34
oa:A5027895815,Africa,13,828,103
oa:A5013277585,Africa,13,579,251
oa:A5052231339,Outside Africa,13,476,33
oa:A5004028254,Outside Africa,13,508,79
oa:A5018654586,Outside Africa,13,554,30
oa:A5076483678,Outside Africa,13,619,53
oa:A5016090445,Outside Africa,13,388,37
oa:A5073125809,Outside Africa,13,533,67
oa:A5062918876,Outside Africa,13,682,139
oa:A5019507358,Outside Africa,12,538,167
oa:A5043600477,Outside Africa,12,768,63
oa:A5045915279,Africa,12,459,87
oa:A5055354839,Outside Africa,12,481,21
oa:A5043464152,Outside Africa,12,611,44
oa:A5041059348,Africa,12,777,49
oa:A5065270510,Outside Africa,12,599,37
oa:A5001620216,Africa,12,451,60
oa:A5006293083,Africa,12,672,44
oa:A5009380042,Outside Africa,12,1088,41
oa:A5088841250,Outside Africa,12,1783,35
oa:A5100708002,Outside Africa,12,612,83
oa:A5012292472,Outside Africa,12,587,53
oa:A5101471448,Outside Africa,12,480,50
oa:A5042351049,Africa,12,398,48
oa:A5026148134,Africa,12,521,61
oa:A5077881714,Africa,12,529,95
oa:A5046593602,Africa,12,509,26
oa:A5074264148,Outside Africa,12,534,43
oa:A5004747457,Africa,12,769,72
oa:A5075300351,Africa,12,380,33
oa:A5048764566,Africa,12,1044,21
oa:A5102737261,Africa,12,506,40
oa:A5065924968,Outside Africa,12,800,96
oa:A5027581524,Africa,12,458,96
oa:A5058239412,Africa,12,610,50
oa:A5023846376,Outside Africa,12,284,26
oa:A5012599282,Africa,12,894,19
oa:A5064002552,Outside Africa,12,520,80
oa:A5052763827,Outside Africa,12,521,43
oa:A5003417415,Outside Africa,12,710,38
oa:A5003439740,Outside Africa,12,1477,36
oa:A5035502275,Outside Africa,12,473,80
oa:A5041649407,Africa,12,460,24
oa:A5060573093,Outside Africa,12,401,45
oa:A5069287794,Outside Africa,12,465,26
oa:A5087127737,Outside Africa,12,782,48
oa:A5006098678,Outside Africa,12,377,50
oa:A5054050446,Outside Africa,12,596,64
oa:A5066580028,Africa,12,491,71
oa:A5047582047,Africa,12,599,31
oa:A5005945906,Outside Africa,12,431,51
oa:A5058527975,Africa,12,587,33
oa:A5053645124,Africa,12,1225,110
oa:A5057456337,Africa,12,500,45
oa:A5078990476,Outside Africa,12,538,40
oa:A5015428357,Outside Africa,12,724,51
oa:A5056372269,Africa,12,614,59
oa:A5076650583,Africa,12,451,30
oa:A5035802161,Africa,12,345,41
oa:A5029619778,Africa,12,545,74
oa:A5073282979,Outside Africa,12,684,33
oa:A5034394212,Outside Africa,12,561,42
oa:A5074793043,Africa,12,710,32
oa:A5014383560,Africa,12,480,54
oa:A5017400253,Africa,12,506,122
oa:A5082156702,Africa,12,396,95
oa:A5063084943,Africa,12,582,79
oa:A5086216610,Africa,12,884,44
oa:A5049467278,Africa,12,738,55
oa:A5076125763,Africa,12,420,49
oa:A5063535390,Africa,12,723,33
oa:A5031736622,Africa,12,503,92
oa:A5003517788,Outside Africa,12,455,45
oa:A5109582545,Outside Africa,12,5150,28
oa:A5073163982,Africa,12,602,65
oa:A5089401391,Outside Africa,12,492,48
oa:A5016284697,Outside Africa,12,1058,69
oa:A5072701327,Outside Africa,12,461,55
oa:A5091284000,Africa,12,474,87
oa:A5035638935,Africa,12,7459,81
oa:A5093019773,Africa,12,578,16
oa:A5114036926,Outside Africa,12,558,43
oa:A5056362507,Africa,12,414,76
oa:A5037529100,Outside Africa,12,597,55
oa:A5019747299,Outside Africa,12,524,45
oa:A5091433563,Africa,12,642,64
oa:A5030911596,Outside Africa,12,379,101
oa:A5013208592,Outside Africa,12,803,106
oa:A5104039944,Outside Africa,12,679,43
oa:A5060124483,Africa,12,432,70
oa:A5019600021,Africa,12,545,58
oa:A5109544842,Africa,12,351,31
oa:A5029130476,Africa,12,952,46
oa:A5016323830,Africa,12,531,95
oa:A5018621148,Africa,12,533,38
oa:A5081023146,Africa,12,418,60
oa:A5008732621,Outside Africa,12,476,30
oa:A5063904827,Africa,12,657,25
oa:A5102951118,Outside Africa,12,1099,66
oa:A5020466574,Africa,12,399,46
oa:A5113593627,Outside Africa,12,1117,22
oa:A5027098647,Outside Africa,12,1159,32
oa:A5029047492,Outside Africa,12,480,50
oa:A5065193875,Outside Africa,12,588,36
oa:A5069043391,Outside Africa,12,573,88
oa:A5070316029,Outside Africa,12,625,67
oa:A5059483879,Africa,12,378,57
oa:A5112737166,Outside Africa,12,484,50
oa:A5012536608,Africa,12,547,28
oa:A5072647467,Africa,12,1695,58
oa:A5009109284,Outside Africa,12,423,21
oa:A5090444193,Outside Africa,12,531,52
oa:A5082012546,Africa,12,447,36
oa:A5000485686,Africa,12,726,47
oa:A5059438614,Africa,12,697,45
oa:A5056035928,Africa,12,455,52
oa:A5050251903,Outside Africa,12,1048,77
oa:A5070791575,Africa,12,499,50
oa:A5065737087,Africa,12,448,56
oa:A5003159637,Outside Africa,12,729,98
oa:A5087436950,Outside Africa,12,666,45
oa:A5103241021,Outside Africa,12,515,148
oa:A5060868067,Outside Africa,12,655,61
oa:A5090371887,Africa,12,842,27
oa:A5007349672,Africa,12,408,80
oa:A5060948981,Outside Africa,12,761,34
oa:A5070017288,Outside Africa,12,1417,41
oa:A5112378818,Africa,12,621,48
oa:A5015625920,Outside Africa,12,609,115
oa:A5033330486,Africa,12,690,108
oa:A5012646244,Outside Africa,12,288,35
oa:A5072569465,Outside Africa,12,563,53
oa:A5074010119,Outside Africa,12,566,57
oa:A5088700896,Africa,12,534,107
oa:A5108136983,Africa,12,646,24
oa:A5001935242,Africa,12,630,49
oa:A5055080837,Africa,12,439,39
oa:A5003008708,Outside Africa,12,523,49
oa:A5089733568,Africa,12,516,96
oa:A5082956060,Africa,12,741,85
oa:A5112623712,Africa,12,768,53
oa:A5031750354,Outside Africa,12,564,57
oa:A5031592762,Outside Africa,12,570,53
oa:A5082340125,Outside Africa,12,4215,28
oa:A5025768379,Africa,12,336,51
oa:A5031071540,Outside Africa,12,566,112
oa:A5078852653,Outside Africa,12,1790,35
oa:A5090736160,Africa,12,515,31
oa:A5021094857,Outside Africa,12,633,77
oa:A5060570690,Africa,11,523,33
oa:A5046075996,Africa,11,425,31
oa:A5009808948,Outside Africa,11,457,48
oa:A5093247985,Africa,11,298,14
oa:A5027608140,Africa,11,401,45
oa:A5112969207,Africa,11,1255,27
oa:A5025550921,Africa,11,686,37
oa:A5104156579,Outside Africa,11,671,45
oa:A5036246322,Outside Africa,11,457,28
oa:A5008394194,Outside Africa,11,413,29
oa:A5060063889,Outside Africa,11,379,45
oa:A5058632861,Africa,11,368,121
oa:A5101402949,Outside Africa,11,393,42
oa:A5079374330,Africa,11,347,83
oa:A5002819875,Outside Africa,11,608,22
oa:A5016708564,Outside Africa,11,501,61
oa:A5069034648,Africa,11,619,36
oa:A5083165783,Outside Africa,11,298,18
oa:A5030113144,Outside Africa,11,401,38
oa:A5067067317,Africa,11,436,49
oa:A5057354996,Outside Africa,11,425,26
oa:A5043527366,Outside Africa,11,352,33
oa:A5067768495,Africa,11,476,28
oa:A5055864748,Outside Africa,11,1395,41
oa:A5030287770,Africa,11,1283,62
oa:A5014237652,Outside Africa,11,514,61
oa:A5092822400,Africa,11,271,60
oa:A5084610821,Africa,11,438,47
oa:A5040314610,Outside Africa,11,351,32
oa:A5031662131,Africa,11,408,53
oa:A5089045609,Outside Africa,11,498,71
oa:A5080414537,Outside Africa,11,370,60
oa:A5029959310,Africa,11,417,85
oa:A5083158722,Africa,11,463,47
oa:A5108891043,Africa,11,329,31
oa:A5031479539,Outside Africa,11,378,42
oa:A5006645329,Africa,11,374,71
oa:A5113708625,Africa,11,353,39
oa:A5007628561,Africa,11,593,25
oa:A5011764334,Outside Africa,11,479,29
oa:A5069383358,Outside Africa,11,495,55
oa:A5003534420,Africa,11,444,90
oa:A5074447861,Africa,11,411,64
oa:A5079773340,Africa,11,660,43
oa:A5045709883,Outside Africa,11,433,47
oa:A5040917899,Outside Africa,11,465,57
oa:A5039069342,Africa,11,570,39
oa:A5019774358,Outside Africa,11,349,23
oa:A5101721726,Outside Africa,11,367,91
oa:A5065239292,Africa,11,380,62
oa:A5014123749,Outside Africa,11,305,39
oa:A5073850656,Africa,11,363,50
oa:A5039636088,Outside Africa,11,469,63
oa:A5051492981,Outside Africa,11,1723,74
oa:A5044773817,Outside Africa,11,519,37
oa:A5030603143,Outside Africa,11,498,77
oa:A5046756804,Africa,11,525,37
oa:A5087172650,Outside Africa,11,575,20
oa:A5108818895,Outside Africa,11,349,34
oa:A5036054475,Outside Africa,11,528,91
oa:A5102784579,Africa,11,658,44
oa:A5084761382,Outside Africa,11,710,59
oa:A5063729290,Outside Africa,11,505,39
oa:A5109000224,Outside Africa,11,340,333
oa:A5113885150,Outside Africa,11,330,37
oa:A5016560751,Outside Africa,11,339,55
oa:A5002856029,Africa,11,406,48
oa:A5080044990,Outside Africa,11,376,30
oa:A5103133672,Outside Africa,11,350,29
oa:A5108016584,Africa,11,366,18
oa:A5023024731,Africa,11,473,110
oa:A5001360263,Africa,11,391,69
oa:A5047851200,Africa,11,545,58
oa:A5007319782,Outside Africa,11,1047,19
oa:A5078672454,Outside Africa,11,379,32
oa:A5036246100,Outside Africa,11,286,19
oa:A5071615974,Outside Africa,11,431,49
oa:A5019842034,Outside Africa,11,773,36
oa:A5045848853,Africa,11,575,119
oa:A5025675138,Outside Africa,11,403,61
oa:A5026369804,Africa,11,307,53
oa:A5014104425,Outside Africa,11,548,58
oa:A5068375645,Outside Africa,11,1181,65
oa:A5007057147,Africa,11,701,56
oa:A5054875945,Outside Africa,11,420,88
oa:A5029093083,Outside Africa,11,307,46
oa:A5076779035,Outside Africa,11,636,22
oa:A5076483370,Outside Africa,11,390,51
oa:A5024068467,Africa,11,607,59
oa:A5047848421,Outside Africa,11,688,67
oa:A5021935707,Outside Africa,11,413,84
oa:A5049677248,Outside Africa,11,417,33
oa:A5077776097,Outside Africa,11,401,40
oa:A5061515016,Outside Africa,11,514,54
oa:A5055324038,Outside Africa,11,663,77
oa:A5043364762,Outside Africa,11,463,61
oa:A5031978107,Africa,11,298,33
oa:A5082289954,Africa,11,465,54
oa:A5000158870,Africa,11,332,16
oa:A5086546445,Africa,11,304,24
oa:A5100825710,Outside Africa,11,1138,28
oa:A5081019870,Africa,11,488,56
oa:A5039947886,Africa,11,755,69
oa:A5034135075,Africa,11,500,94
oa:A5086015456,Africa,11,428,44
oa:A5037262245,Outside Africa,11,496,47
oa:A5022528935,Outside Africa,11,744,38
oa:A5021773747,Africa,11,445,29
oa:A5112451954,Africa,11,855,70
oa:A5066907086,Africa,11,343,32
oa:A5075045368,Africa,11,352,41
oa:A5102799918,Outside Africa,11,2057,20
oa:A5077896694,Outside Africa,11,510,75
oa:A5039670505,Outside Africa,11,398,27
oa:A5015545213,Africa,11,605,179
oa:A5103371444,Outside Africa,11,320,30
oa:A5031918019,Africa,11,537,42
oa:A5011703796,Outside Africa,11,628,60
oa:A5024077691,Outside Africa,11,1075,48
oa:A5065400645,Outside Africa,11,630,131
oa:A5071360095,Outside Africa,11,361,38
oa:A5049994991,Africa,11,412,34
oa:A5100941919,Outside Africa,11,542,44
oa:A5011623059,Africa,11,475,73
oa:A5023092592,Africa,11,629,98
oa:A5076202343,Outside Africa,11,366,33
oa:A5082500798,Outside Africa,11,435,26
oa:A5013228780,Africa,11,393,81
oa:A5072827769,Africa,11,526,50
oa:A5087202965,Africa,11,375,60
oa:A5000997106,Outside Africa,11,400,37
oa:A5040468751,Outside Africa,11,348,71
oa:A5101932473,Outside Africa,11,600,34
oa:A5101886792,Outside Africa,11,1029,49
oa:A5040926817,Outside Africa,11,452,66
oa:A5093131880,Outside Africa,11,477,85
oa:A5016981834,Africa,11,476,38
oa:A5032138906,Africa,11,348,65
oa:A5108016584,Outside Africa,11,366,18
oa:A5025134674,Africa,11,315,29
oa:A5068811551,Africa,11,325,33
oa:A5024707829,Africa,10,277,63
oa:A5071176584,Outside Africa,10,369,130
oa:A5011608930,Outside Africa,10,365,41
oa:A5036385066,Africa,10,600,94
oa:A5069375973,Africa,10,408,84
oa:A5000436374,Africa,10,547,33
oa:A5038130423,Africa,10,387,39
oa:A5067026203,Africa,10,262,19
oa:A5073117075,Outside Africa,10,893,25
oa:A5070785609,Outside Africa,10,458,25
oa:A5013547852,Africa,10,301,91
oa:A5036520456,Outside Africa,10,456,28
oa:A5041001461,Africa,10,363,82
oa:A5019516720,Outside Africa,10,1497,74
oa:A5100712636,Outside Africa,10,257,44
oa:A5024159171,Africa,10,595,84
oa:A5018466501,Outside Africa,10,336,43
oa:A5077600298,Outside Africa,10,231,39
oa:A5018896195,Outside Africa,10,851,15
oa:A5109224314,Africa,10,364,56
oa:A5074622686,Outside Africa,10,335,61
oa:A5011872233,Outside Africa,10,405,56
oa:A5091288341,Africa,10,253,18
oa:A5009888142,Outside Africa,10,1720,20
oa:A5080511170,Outside Africa,10,297,32
oa:A5051993930,Africa,10,289,83
oa:A5018281719,Africa,10,337,72
oa:A5028593139,Africa,10,483,29
oa:A5111498654,Outside Africa,10,242,48
oa:A5089686910,Outside Africa,10,650,14
oa:A5074587943,Africa,10,269,45
oa:A5001322687,Africa,10,532,36
oa:A5033755884,Africa,10,612,60
oa:A5073690915,Africa,10,496,174
oa:A5035371302,Africa,10,631,36
oa:A5002138210,Outside Africa,10,420,34
oa:A5012690555,Africa,10,365,33
oa:A5110634330,Outside Africa,10,313,14
oa:A5054919238,Outside Africa,10,495,31
oa:A5113763366,Africa,10,315,30
oa:A5044076767,Africa,10,596,39
oa:A5068521000,Outside Africa,10,237,48
oa:A5071910735,Africa,10,477,64
oa:A5042578241,Africa,10,383,112
oa:A5050454101,Outside Africa,10,354,77
oa:A5021478937,Africa,10,311,64
oa:A5088857982,Outside Africa,10,476,43
oa:A5091661257,Africa,10,322,32
oa:A5057151765,Africa,10,267,49
oa:A5061697659,Outside Africa,10,646,40
oa:A5071978796,Africa,10,397,44
oa:A5109532616,Africa,10,317,52
oa:A5002428260,Outside Africa,10,676,29
oa:A5080696034,Outside Africa,10,633,38
oa:A5047199532,Outside Africa,10,354,43
oa:A5076379870,Outside Africa,10,256,47
oa:A5075962234,Outside Africa,10,248,31
oa:A5007650872,Africa,10,473,57
oa:A5077945822,Africa,10,336,50
oa:A5054014579,Africa,10,255,28
oa:A5020648743,Africa,10,340,29
oa:A5003781122,Africa,10,412,59
oa:A5029099955,Africa,10,333,37
oa:A5054325434,Africa,10,293,29
oa:A5017093672,Outside Africa,10,570,26
oa:A5023781974,Africa,10,440,75
oa:A5090185935,Outside Africa,10,663,34
oa:A5076788197,Africa,10,341,55
oa:A5010255072,Outside Africa,10,274,20
oa:A5011988746,Africa,10,309,45
oa:A5011923486,Outside Africa,10,461,22
oa:A5069995995,Outside Africa,10,528,42
oa:A5011216397,Africa,10,319,40
oa:A5083196732,Outside Africa,10,594,39
oa:A5016922852,Africa,10,732,27
oa:A5014625713,Africa,10,290,31
oa:A5028856944,Africa,10,422,30
oa:A5021837353,Africa,10,1387,22
oa:A5066235760,Outside Africa,10,350,46
oa:A5077963564,Outside Africa,10,314,24
oa:A5059135113,Africa,10,197,38
oa:A5089394965,Africa,10,488,76
oa:A5103249839,Africa,10,354,83
oa:A5024242809,Africa,10,474,27
oa:A5093577259,Outside Africa,10,242,51
oa:A5031841316,Africa,10,341,46
oa:A5045239666,Africa,10,314,13
oa:A5036504525,Outside Africa,10,236,39
oa:A5024425055,Outside Africa,10,595,63
oa:A5057838714,Outside Africa,10,272,30
oa:A5060847169,Africa,10,337,27
oa:A5102828703,Outside Africa,10,490,33
oa:A5100675984,Outside Africa,10,405,84
oa:A5057020767,Africa,10,320,19
oa:A5086456526,Outside Africa,10,364,36
oa:A5085798522,Africa,10,333,38
oa:A5040093201,Africa,10,331,75
oa:A5024900264,Outside Africa,10,241,36
oa:A5014916710,Africa,10,310,151
oa:A5029811891,Outside Africa,10,419,37
oa:A5089237497,Outside Africa,10,329,19
oa:A5073931421,Africa,10,475,47
oa:A5060994401,Africa,10,204,31
oa:A5048570023,Outside Africa,10,333,25
oa:A5077202751,Africa,10,280,66
oa:A5056015899,Africa,10,294,49
oa:A5062120899,Outside Africa,10,299,38
oa:A5048562394,Outside Africa,10,308,22
oa:A5086151186,Africa,10,369,35
